# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  3 22:48:10 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN alt_name:       Confirmed Name
# COLUMN tm_designation: 2MASS Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN koi_list_flag:  Is in KOI List?
# COLUMN last_update:    Date of Last Update
#
rowid,kepid,kepoi_name,kepler_name,alt_name,tm_designation,ra_str,ra,dec_str,dec,koi_list_flag,last_update
1478,9271752,K01406.01,Kepler-836 b,Kepler-836 b,2MASS J19094866+4542158,19h09m48.67s,287.452790,+45d42m15.8s,45.704399,YES,2016-05-10 0
1479,9391208,K01409.01,Kepler-837 b,Kepler-837 b,2MASS J19005920+4557007,19h00m59.20s,285.246670,+45d57m00.7s,45.950191,YES,2016-05-10 0
1480,9391506,K01410.01,Kepler-838 b,Kepler-838 b,2MASS J19014452+4558336,19h01m44.52s,285.435520,+45d58m33.7s,45.976021,YES,2016-05-10 0
1481,8950853,K01412.01,Kepler-839 b,Kepler-839 b,2MASS J19241792+4514333,19h24m17.92s,291.074680,+45d14m33.3s,45.242580,YES,2016-05-10 0
1482,11517719,K01416.01,Kepler-840 b,Kepler-840 b,2MASS J19460177+4927262,19h46m01.77s,296.507390,+49d27m26.2s,49.457291,YES,2016-05-10 0
1483,11177707,K01423.01,Kepler-841 b,Kepler-841 b,2MASS J18570031+4848346,18h57m00.31s,284.251310,+48d48m34.6s,48.809608,YES,2016-05-10 0
1484,11611600,K01424.01,Kepler-842 b,Kepler-842 b,2MASS J19291885+4939127,19h29m18.86s,292.328580,+49d39m12.8s,49.653542,YES,2016-05-10 0
1485,11254382,K01425.01,Kepler-843 b,Kepler-843 b,2MASS J19451727+4858173,19h45m17.28s,296.321990,+48d58m17.3s,48.971481,YES,2016-05-10 0
1486,11129738,K01427.01,Kepler-844 b,Kepler-844 b,2MASS J19112585+4846268,19h11m25.86s,287.857730,+48d46m26.8s,48.774109,YES,2016-05-10 0
1487,11401182,K01428.01,Kepler-845 b,Kepler-845 b,2MASS J19234981+4912137,19h23m49.81s,290.957550,+49d12m13.7s,49.203812,YES,2016-05-10 0
1488,11288505,K01433.01,Kepler-846 b,Kepler-846 b,2MASS J19081368+4902456,19h08m13.68s,287.057010,+49d02m45.7s,49.046021,YES,2016-05-10 0
1489,11493431,K01434.01,Kepler-847 b,Kepler-847 b,2MASS J18540115+4927036,18h54m01.15s,283.504790,+49d27m03.7s,49.451019,YES,2016-05-10 0
1490,11193263,K01438.01,Kepler-848 b,Kepler-848 b,2MASS J19330918+4848418,19h33m09.18s,293.288270,+48d48m41.8s,48.811619,YES,2016-05-10 0
1491,11027624,K01439.01,Kepler-849 b,Kepler-849 b,2MASS J19232442+4831168,19h23m24.43s,290.851780,+48d31m16.8s,48.521339,YES,2016-05-10 0
1492,11032227,K01440.01,Kepler-850 b,Kepler-850 b,2MASS J19322027+4834314,19h32m20.27s,293.084470,+48d34m31.4s,48.575390,YES,2016-05-10 0
1493,11356260,K01441.01,Kepler-851 b,Kepler-851 b,2MASS J19384326+4908245,19h38m43.26s,294.680270,+49d08m24.6s,49.140160,YES,2016-05-10 0
1494,11043167,K01444.01,Kepler-852 b,Kepler-852 b,2MASS J19493398+4833384,19h49m33.98s,297.391600,+48d33m38.5s,48.560692,YES,2016-05-10 0
1495,11336883,K01445.01,Kepler-853 b,Kepler-853 b,2MASS J18554483+4906371,18h55m44.83s,283.936800,+49d06m37.2s,49.110329,YES,2016-05-10 0
1496,7532973,K01450.01,Kepler-854 b,Kepler-854 b,2MASS J19332431+4308047,19h33m24.31s,293.351290,+43d08m04.7s,43.134640,YES,2016-05-10 0
1497,7832356,K01456.01,Kepler-855 b,Kepler-855 b,2MASS J19402279+4332153,19h40m22.80s,295.095000,+43d32m15.3s,43.537579,YES,2016-05-10 0
1498,9643874,K01457.01,Kepler-856 b,Kepler-856 b,2MASS J19182492+4618538,19h18m24.92s,289.603820,+46d18m53.8s,46.314949,YES,2016-05-10 0
1499,7761545,K01472.01,Kepler-857 b,Kepler-857 b,2MASS J19383177+4324016,19h38m31.77s,294.632390,+43d24m01.7s,43.400471,YES,2016-05-10 0
1500,12403119,K01478.01,Kepler-858 b,Kepler-858 b,2MASS J19152367+5112325,19h15m23.67s,288.848630,+51d12m32.6s,51.209049,YES,2016-05-10 0
1501,7512982,K01480.01,Kepler-859 b,Kepler-859 b,2MASS J19065804+4311243,19h06m58.05s,286.741880,+43d11m24.4s,43.190102,YES,2016-05-10 0
1502,9597806,K01481.01,Kepler-860 b,Kepler-860 b,2MASS J19421854+4615170,19h42m18.54s,295.577270,+46d15m17.1s,46.254742,YES,2016-05-10 0
1503,9589323,K01488.01,Kepler-861 b,Kepler-861 b,2MASS J19292494+4613346,19h29m24.95s,292.353940,+46d13m34.6s,46.226280,YES,2016-05-10 0
1504,9726659,K01491.01,Kepler-862 b,Kepler-862 b,2MASS J19510702+4629338,19h51m07.02s,297.779270,+46d29m33.9s,46.492741,YES,2016-05-10 0
1505,7629518,K01495.01,Kepler-863 b,Kepler-863 b,2MASS J19503948+4314562,19h50m39.48s,297.664520,+43d14m56.3s,43.248959,YES,2016-05-10 0
1506,9636135,K01498.01,Kepler-864 b,Kepler-864 b,2MASS J19001370+4619144,19h00m13.70s,285.057100,+46d19m14.4s,46.320679,YES,2016-05-10 0
1507,7841925,K01499.01,Kepler-865 b,Kepler-865 b,2MASS J19505382+4331387,19h50m53.82s,297.724270,+43d31m38.8s,43.527431,YES,2016-05-10 0
1508,7439316,K01501.01,Kepler-866 b,Kepler-866 b,2MASS J19202936+4305080,19h20m29.35s,290.122310,+43d05m08.0s,43.085560,YES,2016-05-10 0
1509,12400538,K01503.01,Kepler-867 b,Kepler-867 b,2MASS J19090847+5114599,19h09m08.47s,287.285310,+51d14m59.9s,51.249981,YES,2016-05-10 0
1510,9813499,K01505.01,Kepler-868 b,Kepler-868 b,2MASS J18492724+4640308,18h49m27.24s,282.363490,+46d40m30.9s,46.675240,YES,2016-05-10 0
1511,12254792,K01506.01,Kepler-869 b,Kepler-869 b,2MASS J19174190+5059388,19h17m41.90s,289.424590,+50d59m38.8s,50.994122,YES,2016-05-10 0
1512,12020218,K01507.01,Kepler-870 b,Kepler-870 b,2MASS J19413661+5028430,19h41m36.61s,295.402530,+50d28m43.1s,50.478630,YES,2016-05-10 0
1513,7690844,K01508.01,Kepler-871 b,Kepler-871 b,2MASS J19380650+4322053,19h38m06.51s,294.527130,+43d22m05.4s,43.368160,YES,2016-05-10 0
1514,7901948,K01511.01,Kepler-872 b,Kepler-872 b,2MASS J19414019+4336203,19h41m40.19s,295.417450,+43d36m20.3s,43.605640,YES,2016-05-10 0
1515,12418724,K01516.01,Kepler-873 b,Kepler-873 b,2MASS J19453677+5116168,19h45m36.77s,296.403200,+51d16m16.8s,51.271339,YES,2016-05-10 0
1516,7456001,K01517.01,Kepler-874 b,Kepler-874 b,2MASS J19394964+4300515,19h39m49.64s,294.956850,+43d00m51.6s,43.014332,YES,2016-05-10 0
1517,7549209,K01518.01,Kepler-875 b,Kepler-875 b,2MASS J19491231+4308307,19h49m12.31s,297.301300,+43d08m30.8s,43.141891,YES,2016-05-10 0
1518,7663405,K01519.01,Kepler-876 b,Kepler-876 b,2MASS J18535476+4323016,18h53m54.76s,283.478180,+43d23m01.6s,43.383781,YES,2016-05-10 0
1519,9765975,K01520.01,Kepler-877 b,Kepler-877 b,2MASS J19192619+4631216,19h19m26.19s,289.859130,+46d31m21.6s,46.522671,YES,2016-05-10 0
1520,9818462,K01521.01,Kepler-878 b,Kepler-878 b,2MASS J19011108+4636123,19h01m11.09s,285.296200,+46d36m12.4s,46.603439,YES,2016-05-10 0
1521,12266636,K01522.01,Kepler-879 b,Kepler-879 b,2MASS J19431357+5054352,19h43m13.58s,295.806580,+50d54m35.3s,50.909801,YES,2016-05-10 0
1522,7869917,K01525.01,Kepler-880 b,Kepler-880 b,2MASS J18475309+4340219,18h47m53.10s,281.971250,+43d40m22.0s,43.672771,YES,2016-05-10 0
1523,9824805,K01526.01,Kepler-881 b,Kepler-881 b,2MASS J19155822+4640147,19h15m58.22s,288.992580,+46d40m14.7s,46.670750,YES,2016-05-10 0
1524,7691260,K01528.01,Kepler-882 b,Kepler-882 b,2MASS J19383597+4320081,19h38m35.98s,294.649900,+43d20m08.1s,43.335590,YES,2016-05-10 0
1525,11954842,K01530.01,Kepler-883 b,Kepler-883 b,2MASS J19054408+5018011,19h05m44.08s,286.433650,+50d18m01.2s,50.300331,YES,2016-05-10 0
1526,11764462,K01531.01,Kepler-884 b,Kepler-884 b,2MASS J19302026+4955233,19h30m20.27s,292.584440,+49d55m23.4s,49.923161,YES,2016-05-10 0
1527,11656246,K01532.01,Kepler-885 b,Kepler-885 b,2MASS J19143877+4944139,19h14m38.77s,288.661560,+49d44m14.0s,49.737209,YES,2016-05-10 0
1528,7808587,K01533.01,Kepler-886 b,Kepler-886 b,2MASS J19050521+4335428,19h05m05.22s,286.271760,+43d35m42.8s,43.595230,YES,2016-05-10 0
1529,4741126,K01534.01,Kepler-887 b,Kepler-887 b,2MASS J19202179+3949011,19h20m21.80s,290.090820,+39d49m01.2s,39.816990,YES,2016-05-10 0
1530,4741126,K01534.02,Kepler-887 c,Kepler-887 c,2MASS J19202179+3949011,19h20m21.80s,290.090820,+39d49m01.2s,39.816990,YES,2016-05-10 0
1531,11669125,K01535.01,Kepler-888 b,Kepler-888 b,2MASS J19420508+4944190,19h42m05.09s,295.521210,+49d44m19.1s,49.738628,YES,2016-05-10 0
1532,12159249,K01536.01,Kepler-889 b,Kepler-889 b,2MASS J19255215+5045341,19h25m52.16s,291.467320,+50d45m34.1s,50.759480,YES,2016-05-10 0
1533,7951018,K01553.01,Kepler-890 b,Kepler-890 b,2MASS J19134457+4345485,19h13m44.58s,288.435760,+43d45m48.6s,43.763489,YES,2016-05-10 0
1534,5184584,K01564.01,Kepler-891 b,Kepler-891 b,2MASS J19242011+4021189,19h24m20.11s,291.083800,+40d21m18.9s,40.355251,YES,2016-05-10 0
1535,8009350,K01569.01,Kepler-892 b,Kepler-892 b,2MASS J18523111+4353176,18h52m31.11s,283.129640,+43d53m17.7s,43.888241,YES,2016-05-10 0
1536,8082001,K01570.01,Kepler-893 b,Kepler-893 b,2MASS J18595112+4354468,18h59m51.13s,284.963040,+43d54m46.8s,43.913010,YES,2016-05-10 0
1537,10004519,K01572.01,Kepler-894 b,Kepler-894 b,2MASS J19145618+4656218,19h14m56.18s,288.734070,+46d56m21.8s,46.939388,YES,2016-05-10 0
1538,12506770,K01577.01,Kepler-895 b,Kepler-895 b,2MASS J19170975+5124320,19h17m09.76s,289.290650,+51d24m32.0s,51.408890,YES,2016-05-10 0
1539,7939330,K01581.02,Kepler-896 b,Kepler-896 b,2MASS J18494540+4344041,18h49m45.40s,282.439180,+43d44m04.1s,43.734482,YES,2016-05-10 0
1540,12602568,K01583.01,Kepler-897 b,Kepler-897 b,2MASS J19222084+5141449,19h22m20.84s,290.586850,+51d41m45.0s,51.695820,YES,2016-05-10 0
1541,9941066,K01584.01,Kepler-898 b,Kepler-898 b,2MASS J19062049+4652153,19h06m20.49s,286.585390,+46d52m15.3s,46.870930,YES,2016-05-10 0
1542,5470739,K01585.01,Kepler-899 b,Kepler-899 b,2MASS J19495582+4040508,19h49m55.82s,297.482570,+40d40m50.8s,40.680779,YES,2016-05-10 0
1543,10022908,K01586.01,Kepler-900 b,Kepler-900 b,2MASS J19444255+4659564,19h44m42.55s,296.177280,+46d59m56.5s,46.999020,YES,2016-05-10 0
1544,5617854,K01588.01,Kepler-901 b,Kepler-901 b,2MASS J19243670+4053149,19h24m36.71s,291.152950,+40d53m15.0s,40.887489,YES,2016-05-10 0
1545,10006581,K01595.01,Kepler-902 b,Kepler-902 b,2MASS J19185560+4657137,19h18m55.61s,289.731690,+46d57m13.7s,46.953819,YES,2016-05-10 0
1546,5438757,K01601.01,Kepler-903 b,Kepler-903 b,2MASS J19150504+4039510,19h15m05.05s,288.771030,+40d39m51.1s,40.664181,YES,2016-05-10 0
1547,5438757,K01601.02,Kepler-903 c,Kepler-903 c,2MASS J19150504+4039510,19h15m05.05s,288.771030,+40d39m51.1s,40.664181,YES,2016-05-10 0
1548,5177104,K01603.01,Kepler-904 b,Kepler-904 b,2MASS J19151750+4023205,19h15m17.50s,288.822910,+40d23m20.6s,40.389050,YES,2016-05-10 0
1549,9886661,K01606.01,Kepler-905 b,Kepler-905 b,2MASS J19201226+4642481,19h20m12.27s,290.051120,+46d42m48.1s,46.713371,YES,2016-05-10 0
1550,5009743,K01609.01,Kepler-906 b,Kepler-906 b,2MASS J19253733+4007317,19h25m37.33s,291.405550,+40d07m31.8s,40.125488,YES,2016-05-10 0
1551,6268648,K01613.01,Kepler-907 b,Kepler-907 b,2MASS J19015438+4137578,19h01m54.38s,285.476590,+41d37m57.8s,41.632717,YES,2016-05-10 0
1552,4278221,K01615.01,Kepler-908 b,Kepler-908 b,2MASS J19411740+3922353,19h41m17.40s,295.322510,+39d22m35.4s,39.376492,YES,2016-05-10 0
1553,9015738,K01616.01,Kepler-909 b,Kepler-909 b,2MASS J19180152+4522155,19h18m01.52s,289.506350,+45d22m15.6s,45.370998,YES,2016-05-10 0
1554,7215603,K01618.01,Kepler-910 b,Kepler-910 b,2MASS J19441136+4244348,19h44m11.37s,296.047360,+42d44m34.8s,42.743011,YES,2016-05-10 0
1555,5561278,K01621.01,Kepler-911 b,Kepler-911 b,2MASS J19542140+4045024,19h54m21.41s,298.589200,+40d45m02.5s,40.750690,YES,2016-05-10 0
1556,6387542,K01626.01,Kepler-912 b,Kepler-912 b,2MASS J19522668+4145300,19h52m26.69s,298.111210,+41d45m30.0s,41.758331,YES,2016-05-10 0
1557,6543893,K01627.01,Kepler-913 b,Kepler-913 b,2MASS J19501994+4157087,19h50m19.95s,297.583130,+41d57m08.8s,41.952431,YES,2016-05-10 0
1558,8685497,K01629.01,Kepler-914 b,Kepler-914 b,2MASS J19213888+4453575,19h21m38.88s,290.411990,+44d53m57.6s,44.899330,YES,2016-05-10 0
1559,9277896,K01632.01,Kepler-915 b,Kepler-915 b,2MASS J19222209+4544136,19h22m22.10s,290.592070,+45d44m13.7s,45.737141,YES,2016-05-10 0
1560,9401997,K01633.01,Kepler-916 b,Kepler-916 b,2MASS J19235599+4558238,19h23m55.99s,290.983310,+45d58m23.9s,45.973301,YES,2016-05-10 0
1561,10686864,K01637.01,Kepler-917 b,Kepler-917 b,2MASS J19561230+4756574,19h56m12.30s,299.051270,+47d56m57.4s,47.949280,YES,2016-05-10 0
1562,10879038,K01641.01,Kepler-918 b,Kepler-918 b,2MASS J19524817+4816042,19h52m48.17s,298.200710,+48d16m04.2s,48.267841,YES,2016-05-10 0
1563,10990917,K01643.01,Kepler-919 b,Kepler-919 b,2MASS J19522754+4829398,19h52m27.55s,298.114780,+48d29m39.8s,48.494400,YES,2016-05-10 0
1564,11337372,K01650.01,Kepler-920 b,Kepler-920 b,2MASS J18571126+4909312,18h57m11.27s,284.296940,+49d09m31.2s,49.158680,YES,2016-05-10 0
1565,11337372,K01650.02,Kepler-920 c,Kepler-920 c,2MASS J18571126+4909312,18h57m11.27s,284.296940,+49d09m31.2s,49.158680,YES,2016-05-10 0
1566,11337833,K01651.01,Kepler-921 b,Kepler-921 b,2MASS J18582788+4911269,18h58m27.89s,284.616210,+49d11m26.9s,49.190811,YES,2016-05-10 0
1567,11547505,K01655.01,Kepler-922 b,Kepler-922 b,2MASS J18585555+4931595,18h58m55.55s,284.731450,+49d31m59.5s,49.533192,YES,2016-05-10 0
1568,4932442,K01665.01,Kepler-923 b,Kepler-923 b,2MASS J19364106+4003186,19h36m41.06s,294.171080,+40d03m18.6s,40.055168,YES,2016-05-10 0
1569,5183357,K01669.01,Kepler-924 b,Kepler-924 b,2MASS J19224044+4023517,19h22m40.44s,290.668520,+40d23m51.8s,40.397720,YES,2016-05-10 0
1570,5269467,K01672.01,Kepler-925 b,Kepler-925 b,2MASS J19202556+4029263,19h20m25.57s,290.106540,+40d29m26.4s,40.490662,YES,2016-05-10 0
1571,5526717,K01677.01,Kepler-926 b,Kepler-926 b,2MASS J19184304+4042016,19h18m43.04s,289.679350,+40d42m01.7s,40.700459,YES,2016-05-10 0
1572,6034945,K01683.01,Kepler-927 b,Kepler-927 b,2MASS J19173204+4123337,19h17m32.04s,289.383510,+41d23m33.7s,41.392689,YES,2016-05-10 0
1573,6198999,K01687.01,Kepler-928 b,Kepler-928 b,2MASS J19194097+4132341,19h19m40.97s,289.920720,+41d32m34.2s,41.542831,YES,2016-05-10 0
1574,6310636,K01688.01,Kepler-929 b,Kepler-929 b,2MASS J19535546+4136552,19h53m55.47s,298.481110,+41d36m55.2s,41.615341,YES,2016-05-10 0
1575,6803855,K01695.01,Kepler-930 b,Kepler-930 b,2MASS J19531546+4214507,19h53m15.47s,298.314450,+42d14m50.8s,42.247440,YES,2016-05-10 0
1576,7220429,K01700.01,Kepler-931 b,Kepler-931 b,2MASS J19483183+4246057,19h48m31.83s,297.132630,+42d46m05.7s,42.768250,YES,2016-05-10 0
1577,7626370,K01706.01,Kepler-932 b,Kepler-932 b,2MASS J19474849+4316190,19h47m48.49s,296.952060,+43d16m19.1s,43.271969,YES,2016-05-10 0
1578,7815744,K01710.01,Kepler-933 b,Kepler-933 b,2MASS J19181647+4332190,19h18m16.48s,289.568660,+43d32m19.0s,43.538609,YES,2016-05-10 0
1579,7955580,K01711.01,Kepler-934 b,Kepler-934 b,2MASS J19210923+4345191,19h21m09.23s,290.288450,+43d45m19.2s,43.755322,YES,2016-05-10 0
1580,9838949,K01716.01,Kepler-935 b,Kepler-935 b,2MASS J19400520+4637091,19h40m05.20s,295.021670,+46d37m09.2s,46.619221,YES,2016-05-10 0
1581,9895006,K01717.01,Kepler-936 b,Kepler-936 b,2MASS J19341866+4644108,19h34m18.66s,293.577760,+46d44m10.8s,46.736340,YES,2016-05-10 0
1582,9896558,K01718.01,Kepler-937 b,Kepler-937 b,2MASS J19364051+4642525,19h36m40.52s,294.168820,+46d42m52.6s,46.714611,YES,2016-05-10 0
1583,9896558,K01718.02,Kepler-937 c,Kepler-937 c,2MASS J19364051+4642525,19h36m40.52s,294.168820,+46d42m52.6s,46.714611,YES,2016-05-10 0
1584,10019065,K01721.01,Kepler-938 b,Kepler-938 b,2MASS J19390939+4659023,19h39m09.40s,294.789150,+46d59m02.4s,46.983990,YES,2016-05-10 0
1585,10080248,K01722.01,Kepler-939 b,Kepler-939 b,2MASS J19352774+4701365,19h35m27.74s,293.865600,+47d01m36.6s,47.026829,YES,2016-05-10 0
1586,10213902,K01723.01,Kepler-940 b,Kepler-940 b,2MASS J19365791+4716335,19h36m57.91s,294.241300,+47d16m33.5s,47.275982,YES,2016-05-10 0
1587,10214162,K01724.01,Kepler-941 b,Kepler-941 b,2MASS J19371832+4713034,19h37m18.32s,294.326350,+47d13m03.4s,47.217609,YES,2016-05-10 0
1588,8242434,K01726.01,Kepler-942 b,Kepler-942 b,2MASS J19394922+4408593,19h39m49.23s,294.955110,+44d08m59.3s,44.149818,YES,2016-05-10 0
1589,6185331,K01727.01,Kepler-943 b,Kepler-943 b,2MASS J18570575+4132060,18h57m05.75s,284.273960,+41d32m06.1s,41.535019,YES,2016-05-10 0
1590,6869184,K01732.01,Kepler-944 b,Kepler-944 b,2MASS J19342430+4222471,19h34m24.30s,293.601260,+42d22m47.1s,42.379761,YES,2016-05-10 0
1591,6604328,K01736.01,Kepler-945 b,Kepler-945 b,2MASS J19250473+4205457,19h25m04.74s,291.269740,+42d05m45.7s,42.096039,YES,2016-05-10 0
1592,8197343,K01746.01,Kepler-946 b,Kepler-946 b,2MASS J20034310+4401436,20h03m43.10s,300.929600,+44d01m43.6s,44.028790,YES,2016-05-10 0
1593,6786348,K01749.01,Kepler-947 b,Kepler-947 b,2MASS J19372801+4215096,19h37m28.02s,294.366730,+42d15m09.7s,42.252682,YES,2016-05-10 0
1594,6209677,K01750.01,Kepler-948 b,Kepler-948 b,2MASS J19331205+4131240,19h33m12.06s,293.300230,+41d31m24.0s,41.523338,YES,2016-05-10 0
1595,9729691,K01751.01,Kepler-949 b,Kepler-949 b,2MASS J19542589+4627132,19h54m25.89s,298.607880,+46d27m13.2s,46.453678,YES,2016-05-10 0
1596,5864975,K01787.01,Kepler-950 b,Kepler-950 b,2MASS J19114957+4107491,19h11m49.58s,287.956570,+41d07m49.2s,41.130329,YES,2016-05-10 0
1597,2975770,K01788.01,Kepler-951 b,Kepler-951 b,2MASS J19105701+3806524,19h10m57.01s,287.737550,+38d06m52.4s,38.114559,YES,2016-05-10 0
1598,6504954,K01790.01,Kepler-952 b,Kepler-952 b,2MASS J19012926+4159380,19h01m29.27s,285.371950,+41d59m38.1s,41.993912,YES,2016-05-10 0
1599,8552719,K01792.01,Kepler-953 b,Kepler-953 b,2MASS J19155319+4437283,19h15m53.20s,288.971650,+44d37m28.3s,44.624531,YES,2016-05-10 0
1600,8552719,K01792.03,Kepler-953 c,Kepler-953 c,2MASS J19155319+4437283,19h15m53.20s,288.971650,+44d37m28.3s,44.624531,YES,2016-05-10 0
1601,10676014,K01797.01,Kepler-954 b,Kepler-954 b,2MASS J19432625+4756222,19h43m26.25s,295.859380,+47d56m22.2s,47.939510,YES,2016-05-10 0
1602,5088591,K01801.01,Kepler-955 b,Kepler-955 b,2MASS J19135314+4016112,19h13m53.15s,288.471440,+40d16m11.2s,40.269791,YES,2016-05-10 0
1603,11298298,K01802.01,Kepler-956 b,Kepler-956 b,2MASS J19300739+4903421,19h30m07.40s,292.530820,+49d03m42.2s,49.061710,YES,2016-05-10 0
1604,11187436,K01804.01,Kepler-957 b,Kepler-957 b,2MASS J19203752+4849083,19h20m37.52s,290.156340,+48d49m08.4s,48.818989,YES,2016-05-10 0
1605,9455325,K01813.01,Kepler-958 b,Kepler-958 b,2MASS J19090160+4604003,19h09m01.60s,287.256680,+46d04m00.4s,46.066769,YES,2016-05-10 0
1606,5621125,K01814.01,Kepler-959 b,Kepler-959 b,2MASS J19284108+4048409,19h28m41.08s,292.171170,+40d48m41.0s,40.811378,YES,2016-05-10 0
1607,9872283,K01815.01,Kepler-960 b,Kepler-960 b,2MASS J18454971+4644472,18h45m49.72s,281.457180,+46d44m47.3s,46.746471,YES,2016-05-10 0
1608,7870032,K01818.01,Kepler-961 b,Kepler-961 b,2MASS J18480851+4337525,18h48m08.52s,282.035490,+43d37m52.6s,43.631271,YES,2016-05-10 0
1609,9597058,K01819.01,Kepler-962 b,Kepler-962 b,2MASS J19411515+4614149,19h41m15.15s,295.313140,+46d14m15.0s,46.237492,YES,2016-05-10 0
1610,8832512,K01821.01,Kepler-963 b,Kepler-963 b,2MASS J19470071+4502279,19h47m00.71s,296.752960,+45d02m28.0s,45.041100,YES,2016-05-10 0
1611,5375194,K01825.01,Kepler-964 b,Kepler-964 b,2MASS J19411202+4033237,19h41m12.02s,295.300080,+40d33m23.7s,40.556591,YES,2016-05-10 0
1612,6468138,K01826.01,Kepler-965 b,Kepler-965 b,2MASS J19540368+4153283,19h54m03.68s,298.515320,+41d53m28.3s,41.891201,YES,2016-05-10 0
1613,11875734,K01828.01,Kepler-966 b,Kepler-966 b,2MASS J19490493+5007185,19h49m04.94s,297.270570,+50d07m18.5s,50.121811,YES,2016-05-10 0
1614,3326377,K01830.01,Kepler-967 b,Kepler-967 b,2MASS J19061393+3824193,19h06m13.94s,286.558070,+38d24m19.3s,38.405369,YES,2016-05-10 0
1615,3326377,K01830.02,Kepler-967 c,Kepler-967 c,2MASS J19061393+3824193,19h06m13.94s,286.558070,+38d24m19.3s,38.405369,YES,2016-05-10 0
1616,11853878,K01833.01,Kepler-968 b,Kepler-968 b,2MASS J19022460+5006433,19h02m24.61s,285.602540,+50d06m43.3s,50.112041,YES,2016-05-10 0
1617,11853878,K01833.03,Kepler-968 c,Kepler-968 c,2MASS J19022460+5006433,19h02m24.61s,285.602540,+50d06m43.3s,50.112041,YES,2016-05-10 0
1618,10657406,K01837.01,Kepler-969 b,Kepler-969 b,2MASS J19132940+4756008,19h13m29.40s,288.372500,+47d56m00.8s,47.933559,YES,2016-05-10 0
1619,10657406,K01837.02,Kepler-969 c,Kepler-969 c,2MASS J19132940+4756008,19h13m29.40s,288.372500,+47d56m00.8s,47.933559,YES,2016-05-10 0
1620,5526527,K01838.01,Kepler-970 b,Kepler-970 b,2MASS J19183005+4042314,19h18m30.06s,289.625240,+40d42m31.4s,40.708729,YES,2016-05-10 0
1621,5856571,K01839.01,Kepler-971 b,Kepler-971 b,2MASS J18562270+4110581,18h56m22.70s,284.094570,+41d10m58.1s,41.182819,YES,2016-05-10 0
1622,7765528,K01840.01,Kepler-972 b,Kepler-972 b,2MASS J19431888+4325317,19h43m18.89s,295.828700,+43d25m31.8s,43.425491,YES,2016-05-10 0
1623,11760231,K01841.01,Kepler-973 b,Kepler-973 b,2MASS J19203966+4955259,19h20m39.66s,290.165250,+49d55m25.9s,49.923859,YES,2016-05-10 0
1624,5080636,K01843.01,Kepler-974 b,Kepler-974 b,2MASS J19000314+4013147,19h00m03.14s,285.013090,+40d13m14.7s,40.220749,YES,2016-05-10 0
1625,3338885,K01845.01,Kepler-975 b,Kepler-975 b,2MASS J19221165+3829430,19h22m11.65s,290.548550,+38d29m43.0s,38.495281,YES,2016-05-10 0
1626,9886255,K01846.01,Kepler-976 b,Kepler-976 b,2MASS J19192871+4643469,19h19m28.71s,289.869630,+46d43m47.0s,46.729710,YES,2016-05-10 0
1627,6776401,K01847.01,Kepler-977 b,Kepler-977 b,2MASS J19260389+4214535,19h26m03.89s,291.516200,+42d14m53.5s,42.248192,YES,2016-05-10 0
1628,7430034,K01848.01,Kepler-978 b,Kepler-978 b,2MASS J19065057+4302364,19h06m50.57s,286.710720,+43d02m36.4s,43.043449,YES,2016-05-10 0
1629,9735426,K01849.01,Kepler-979 b,Kepler-979 b,2MASS J20012910+4624297,20h01m29.11s,300.371280,+46d24m29.8s,46.408279,YES,2016-05-10 0
1630,8826168,K01850.01,Kepler-980 b,Kepler-980 b,2MASS J19382712+4503366,19h38m27.12s,294.613010,+45d03m36.6s,45.060169,YES,2016-05-10 0
1631,10464050,K01851.01,Kepler-981 b,Kepler-981 b,2MASS J19165973+4739003,19h16m59.74s,289.248900,+47d39m00.4s,47.650101,YES,2016-05-10 0
1632,9763348,K01852.01,Kepler-982 b,Kepler-982 b,2MASS J19134024+4635255,19h13m40.25s,288.417690,+46d35m25.6s,46.590431,YES,2016-05-10 0
1633,8804397,K01853.01,Kepler-983 b,Kepler-983 b,2MASS J19002497+4500294,19h00m24.97s,285.104060,+45d00m29.4s,45.008171,YES,2016-05-10 0
1634,9662811,K01854.01,Kepler-984 b,Kepler-984 b,2MASS J19475012+4623388,19h47m50.13s,296.958860,+46d23m38.9s,46.394131,YES,2016-05-10 0
1635,8160953,K01858.01,Kepler-985 b,Kepler-985 b,2MASS J19203463+4402598,19h20m34.64s,290.144320,+44d02m59.8s,44.049950,YES,2016-05-10 0
1636,7286173,K01862.01,Kepler-986 b,Kepler-986 b,2MASS J19322256+4253471,19h32m22.56s,293.093990,+42d53m47.2s,42.896431,YES,2016-05-10 0
1637,9520838,K01866.01,Kepler-987 b,Kepler-987 b,2MASS J19173865+4607510,19h17m38.66s,289.411070,+46d07m51.1s,46.130852,YES,2016-05-10 0
